"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Academy for Jewish Religion-California","574 Hilgard Avenue, Los Angeles, California 90024","www.ajrca.edu","4-year, Private not-for-profit","Master's degree","City: Large","No","54","","NA","NA","Fall 2012","NA","-","457271","04155500"
"Academy of Chinese Culture and Health Sciences","1600 Broadway, Ste. 200, Oakland, California 94612","www.acchs.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Large","No","103","","NA","NA","Fall 2012","NA","-","108269","03288300"
"Acupuncture and Integrative Medicine College-Berkeley","2550 Shattuck Avenue, Berkeley, California 94704","https://www.aimc.edu","4-year, Private not-for-profit","Master's degree","City: Midsize","No","90","","NA","NA","Fall 2012","NA","-","384306","03327400"
"Adams State University","208 Edgemont Blvd, Alamosa, Colorado 81101","www.adams.edu","4-year, Public","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Town: Remote","Yes","3110","1997","27%","21%","Fall 2012","$13,314","-","126182","00134500"
"Alabama A & M University","4900 Meridian Street, Normal, Alabama 35762","www.aamu.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","6106","5143","27%","42%","Fall 2012","$13,956","-","100654","00100200"
"Alabama College of Osteopathic Medicine","445 Health Sciences Boulevard, Dothan, Alabama 36303-2251","https://www.acom.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","Rural: Fringe","No","654","","NA","NA","Fall 2012","NA","-","483975","04226700"
"Alabama State University","915 S Jackson Street, Montgomery, Alabama 36104-0271","www.alasu.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","4413","3903","30%","37%","Fall 2012","$13,029","-","100724","00100500"
"Alaska Bible College","248 E Elmwood Ave, Palmer, Alaska 99645","www.akbible.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Town: Distant","Yes","45","45","38%","13%","Fall 2012","$19,746","-","102580","00884300"
"Alaska Pacific University","4101 University Dr, Anchorage, Alaska 99508","www.alaskapacific.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","502","301","56%","19%","Fall 2012","$18,932","-","102669","00106100"
"Albertus Magnus College","700 Prospect St, New Haven, Connecticut 06511-1189","www.albertus.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Midsize","Yes","1456","1116","72%","NA","Fall 2012","$24,652","-","128498","00137400"
"America Evangelical University","1818 South Western Avenue Suite 409, Los Angeles, California 90006-5860","www.aeu.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","85","36","33%","NA","Fall 2012","$8,649","-","490081","04227100"
"American Baptist Seminary of the West","2606 Dwight Way, Berkeley, California 94704-3029","www.absw.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree","City: Midsize","No","51","","NA","NA","Fall 2012","NA","-","108861","00112000"
"American Conservatory Theater","30 Grant Ave, San Francisco, California 94108-5834","www.act-sf.org","4-year, Private not-for-profit","Less than one year certificate|Two but less than 4 years certificate|Master's degree","City: Large","No","46","11","NA","NA","Fall 2012","$28,411","-","109086","02099200"
"American Film Institute Conservatory","2021 N Western Ave, Los Angeles, California 90027-1625","www.AFI.com","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Large","No","339","","NA","NA","Fall 2012","NA","-","108870","02222000"
"American Jewish University","15600 Mulholland Dr, Los Angeles, California 90077-1519","www.aju.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","168","68","60%","NA","Fall 2012","$24,954","-","116846","00274100"
"American University","4400 Massachusetts Ave NW, Washington, District of Columbia 20016-8001","WWW.AMERICAN.EDU","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","14311","8287","80%","NA","Fall 2012","$33,034","-","131159","00143400"
"Amridge University","1200 Taylor Rd, Montgomery, Alabama 36117-3553","www.amridgeuniversity.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Midsize","No","755","351","40%","60%","Fall 2012","$13,104","-","100690","02503400"
"Antelope Valley College","3041 West  Ave K, Lancaster, California 93536-5426","www.avc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","14239","14239","26%","10%","Fall 2012","$7,369","-","109350","00111300"
"Antioch University-Los Angeles","400 Corporate Pointe, Culver City, California 90230-7615","www.antiochla.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","802","156","NA","NA","Fall 2012","NA","-","245838","00301002"
"Antioch University-Santa Barbara","602 Anacapa Street, Santa Barbara, California 93101","www.antiochsb.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Small","No","344","87","NA","NA","Fall 2012","NA","-","245847","00301003"
"Arapahoe Community College","5900 S. Santa Fe Dr., Littleton, Colorado 80160-9002","www.arapahoe.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","11544","11544","20%","12%","Fall 2012","$7,610","-","126289","00134600"
"Arizona Christian University","2625 E Cactus Rd, Phoenix, Arizona 85032-7097","www.arizonachristian.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","776","776","45%","16%","Fall 2012","$21,378","-","105899","00711300"
"Arizona State University - ASU Colleges at Lake Havasu City","100 University Way, Lake Havasu City, Arizona 86403-6877","www.asu.edu/","4-year, Public","Bachelor's degree","City: Small","Yes","","","NA","NA","Fall 2012","NA","-","48312402","00108161"
"Arizona State University - Cochise","901 N Colombo Ave, Sierra Vista, Arizona 85635-2317","www.asu.edu/","4-year, Public","Bachelor's degree","City: Small","","","","NA","NA","Fall 2012","NA","-","48312406","00108166"
"Arizona State University - Pinal","540 N Camino Mercado, Casa Grande, Arizona 85122-6900","www.asu.edu/","4-year, Public","Bachelor's degree","Rural: Fringe","","","","NA","NA","Fall 2012","NA","-","48312405","00108165"
"Arizona State University at The Gila Valley","615 North Stadium Avenue, Thatcher, Arizona 85552-5545","www.asu.edu/","4-year, Public","One but less than two years certificate|Bachelor's degree","Town: Remote","","","","NA","NA","Fall 2012","NA","-","48312403","00108162"
"Arizona State University at Tucson","340 North Commerce Park Loop, Tucson, Arizona 85745-4284","www.asu.edu/","4-year, Public","Bachelor's degree|Master's degree","City: Large","","","","NA","NA","Fall 2012","NA","-","48312401","00108131"
"Arizona State University at Yuma","2020 South Avenue Eight East, Yuma, Arizona 85365-6900","www.asu.edu/","4-year, Public","Bachelor's degree","City: Small","","","","NA","NA","Fall 2012","NA","-","48312404","00108163"
"Arizona State University-Downtown Phoenix","411 N Central Ave, Phoenix, Arizona 85004","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","11584","8702","69%","NA","Fall 2012","$13,081","-","448886","00108103"
"Arizona State University-Polytechnic","7001 E Williams Field Road, Mesa, Arizona 85212","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","5095","4515","57%","NA","Fall 2012","$12,011","-","420574","00108102"
"Arizona State University-Skysong","1475 N Scottsdale Rd, Scottsdale, Arizona 85257","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","38540","29780","48%","NA","Fall 2012","$14,166","-","483124","00108159"
"Arizona State University-Tempe","University Drive and Mill Avenue, Tempe, Arizona 85287","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","51585","42844","69%","NA","Fall 2012","$13,731","-","104151","00108100"
"Arizona State University-West","4701 W Thunderbird Road, Glendale, Arizona 85306","www.asu.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","4445","4047","70%","NA","Fall 2012","$9,742","-","407009","00108101"
"Arkansas Baptist College","1600 Dr. Martin Luther King Jr. Drive, Little Rock, Arkansas 72202-6068","www.arkansasbaptist.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","Yes","525","525","20%","68%","Fall 2012","$15,745","-","106306","00108700"
"Arkansas Colleges of Health Education","7000 Chad Colley Blvd., Fort Smith, Arkansas 72916-0366","acheedu.org","4-year, Private not-for-profit","Doctor's degree - professional practice","Rural: Fringe","Yes","318","","NA","NA","Fall 2012","NA","-","488527","04256800"
"Arkansas State University-Main Campus","2105 E. Aggie Road, Jonesboro, Arkansas 72401","www.astate.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","13709","9350","48%","26%","Fall 2012","$13,459","-","106458","00109000"
"Arkansas Tech University","Administration Bldg 200; 1509 N Boulder Ave, Russellville, Arkansas 72801-2222","www.atu.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Town: Remote","Yes","12101","11151","41%","23%","Fall 2012","$11,674","-","106467","00108900"
"Art Center College of Design","1700 Lida St, Pasadena, California 91103","www.artcenter.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","No","2249","2008","72%","NA","Fall 2012","$43,416","-","109651","00111600"
"Athens State University","300 N Beaty St, Athens, Alabama 35611","www.athens.edu","4-year, Public","Bachelor's degree|Master's degree","Town: Fringe","No","3044","2885","NA","NA","Fall 2012","NA","-","100812","00100800"
"Auburn University","Auburn, Alabama 36849","www.auburn.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Small","Yes","30440","24628","78%","14%","Fall 2012","$23,205","-","100858","00100900"
"Auburn University at Montgomery","7440 East Drive, Montgomery, Alabama 36117-3596","www.aum.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","5211","4632","34%","34%","Fall 2012","$12,807","-","100830","00831000"
"Azusa Pacific University","901 E Alosta, Azusa, California 91702-7000","www.apu.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","10095","5657","63%","NA","Fall 2012","$29,152","-","109785","00111700"
"Bakersfield College","1801 Panorama Dr, Bakersfield, California 93305-1299","www.bakersfieldcollege.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","24589","24589","18%","14%","Fall 2012","$6,777","-","109819","00111800"
"Bard College - MAT Program CA","Immanuel Presbyterian Church 3300 Wilshire Boulevard, Los Angeles, California 90010-1757","","4-year, Private not-for-profit","Master's degree","City: Large","","","","NA","NA","Fall 2012","NA","-","18908810","00267118"
"Bergin University of Canine Studies","5701 Old Redwood Hwy, Penngrove, California 94951","www.berginu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Small","No","60","24","NA","NA","Fall 2012","NA","-","461643","04176300"
"Bethel Seminary-San Diego","6116 Arosa St, San Diego, California 92115","https://www.bethel.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","No","161","","NA","NA","Fall 2012","NA","-","262022","00905804"
"Bethesda University","730 N. Euclid St, Anaheim, California 92801","www.buc.edu","4-year, Private not-for-profit","Less than one year certificate|Two but less than 4 years certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Large","No","371","238","18%","NA","Fall 2012","$14,269","-","110060","03266300"
"Biola University","13800 Biola Ave, La Mirada, California 90639-0001","https://www.biola.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other","Suburb: Large","Yes","6109","4010","73%","NA","Fall 2012","$32,729","-","110097","00112200"
"Birmingham Southern College","900 Arkadelphia Road, Birmingham, Alabama 35254","www.bsc.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","1268","1268","68%","24%","Fall 2012","$26,863","-","100937","00101200"
"Brandman University","16355 Laguna Canyon Road, Irvine, California 92618","www.brandman.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","8766","4276","0%","100%","Fall 2012","$27,446","-","262086","04161800"
"California Baptist University","8432 Magnolia Ave, Riverside, California 92504-3297","www.calbaptist.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","10486","7855","55%","28%","Fall 2012","$24,170","-","110361","00112500"
"California Christian College","5364 E. Belmont Avenue, Fresno, California 93727","www.calchristiancollege.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","Yes","13","13","0%","NA","Fall 2012","$12,614","-","110918","00884400"
"California College of the Arts","1111 Eighth Street, San Francisco, California 94107-2247","www.cca.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1805","1468","60%","NA","Fall 2012","$40,665","-","110370","00112700"
"California College San Diego","6602 Convoy Court Ste 100, San Diego, California 92111","www.cc-sd.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","761","761","39%","NA","Fall 2012","$26,461","-","485263","02110800"
"California College San Diego","277 Rancheros Drive, Suite 200, San Marcos, California 92069-2971","www.cc-sd.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Large","No","300","300","NA","NA","Fall 2012","$25,781","-","478634","02110802"
"California Institute of Advanced Management","1000 S. Fremont Ave. Mailbox #45, Bldg A10, 4th Floor, Suite 10402, Alhambra, California 91803","ciam.edu","4-year, Private not-for-profit","Master's degree","Suburb: Large","No","70","","NA","NA","Fall 2012","NA","Business Administration and Management, General","487649","04250600"
"California Institute of Integral Studies","1453 Mission Street, San Francisco, California 94103","www.ciis.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","No","1452","61","NA","NA","Fall 2012","NA","-","110316","01215400"
"California Institute of Technology","1200 E California Blvd, Pasadena, California 91125","www.caltech.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","2233","948","92%","NA","Fall 2012","$26,361","-","110404","00113100"
"California Institute of the Arts","24700 W McBean Pky, Valencia, California 91355-2397","www.calarts.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1506","1010","56%","17%","Fall 2012","$52,656","-","111081","00113200"
"California Jazz Conservatory","2087 Addison Street, Berkeley, California 94704-1268","www.cjc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","54","54","NA","NA","Fall 2012","$32,338","-","486488","04237600"
"California Lutheran University","60 W Olsen Rd, Thousand Oaks, California 91360-2787","www.callutheran.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Midsize","Yes","4383","3059","76%","10%","Fall 2012","$29,387","-","110413","00113300"
"California Polytechnic State University-San Luis Obispo","1 Grand Ave., San Luis Obispo, California 93407","calpoly.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Small","Yes","22013","21098","82%","2%","Fall 2012","$20,036","-","110422","00114300"
"California State Polytechnic University-Pomona","3801 West Temple Avenue, Pomona, California 91768","www.cpp.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","Yes","26598","24934","71%","2%","Fall 2012","$12,744","-","110529","00114400"
"California State University Maritime Academy","200 Maritime Academy Dr, Vallejo, California 94590-8181","https://www.csum.edu","4-year, Public","Bachelor's degree|Master's degree","City: Midsize","Yes","1046","1017","62%","2%","Fall 2012","$19,965","-","111188","00113400"
"California State University-Bakersfield","9001 Stockdale Hwy, Bakersfield, California 93311-1099","www.csub.edu","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree","City: Large","Yes","10816","9368","42%","4%","Fall 2012","$6,025","-","110486","00799300"
"California State University-Channel Islands","One University Dr, Camarillo, California 93012","www.csuci.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","Yes","7488","7120","55%","6%","Fall 2012","$15,780","-","441937","03980300"
"California State University-Chico","First and Normal Sts, Chico, California 95929-0150","www.csuchico.edu","4-year, Public","Bachelor's degree|Master's degree","City: Small","Yes","17578","16483","66%","4%","Fall 2012","$14,156","-","110538","00114600"
"California State University-Dominguez Hills","1000 E Victoria St, Carson, California 90747-0005","https://www.csudh.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Small","Yes","16732","13899","45%","4%","Fall 2012","$4,533","-","110547","00114100"
"California State University-East Bay","25800 Carlos Bee Blvd, Hayward, California 94542","www.csueastbay.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Midsize","Yes","15628","12836","48%","4%","Fall 2012","$11,422","-","110574","00113800"
"California State University-Fresno","5241 N Maple Ave, Fresno, California 93740","www.fresnostate.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","25137","22125","54%","2%","Fall 2012","$6,771","-","110556","00114700"
"California State University-Fullerton","800 N State College Blvd, Fullerton, California 92831-3599","www.fullerton.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","Yes","40280","34860","68%","2%","Fall 2012","$8,274","-","110565","00113700"
"California State University-Long Beach","1250 Bellflower Blvd, Long Beach, California 90840-0115","www.csulb.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","37466","31690","69%","2%","Fall 2012","$9,477","-","110583","00113900"
"California State University-Los Angeles","5151 State University Dr, Los Angeles, California 90032-8506","www.calstatela.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other","City: Large","Yes","28036","24223","48%","3%","Fall 2012","$4,403","-","110592","00114000"
"California State University-Monterey Bay","100 Campus Center, Seaside, California 93955-8001","www.csumb.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","Yes","7540","6709","60%","7%","Fall 2012","$13,155","-","409698","03260300"
"California State University-Northridge","18111 Nordhoff St, Northridge, California 91330","https://www.csun.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","40212","35051","54%","6%","Fall 2012","$8,549","-","110608","00115300"
"California State University-Sacramento","6000 J St, Sacramento, California 95819-2694","www.csus.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","City: Large","Yes","31902","28813","51%","3%","Fall 2012","$9,885","-","110617","00115000"
"California State University-San Bernardino","5500 University Parkway, San Bernardino, California 92407-2397","www.csusb.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Midsize","Yes","20238","17967","57%","NA","Fall 2012","$8,586","-","110510","00114200"
"California State University-San Marcos","333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001","www.csusm.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","Suburb: Large","Yes","15972","14923","55%","3%","Fall 2012","$12,614","-","366711","03011300"
"California State University-Stanislaus","One University Circle, Turlock, California 95382-0299","https://www.csustan.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree","Suburb: Small","Yes","10577","9293","58%","4%","Fall 2012","$6,930","-","110495","00115700"
"California University of Management and Sciences","721 N Euclid St, Anaheim, California 92801","www.calums.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","No","20","","NA","NA","Fall 2012","NA","-","460075",""
"California Western School of Law","225 Cedar St, San Diego, California 92101-3046","https://www.cwsl.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","802","","NA","NA","Fall 2012","NA","-","111391","01310300"
"Catholic University of America","620 Michigan Avenue, NE, Washington, District of Columbia 20064","https://www.catholic.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","5956","3332","76%","NA","Fall 2012","$36,080","-","131283","00143700"
"Central Baptist College","1501 College Avenue, Conway, Arkansas 72034","www.cbc.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","Yes","732","732","34%","40%","Fall 2012","$16,517","-","106713","00109300"
"Central Connecticut State University","1615 Stanley St, New Britain, Connecticut 06050","www2.ccsu.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","11822","9546","51%","NA","Fall 2012","$15,469","-","128771","00137800"
"Champion Christian College","600 Garland Avenue, Hot Springs, Arkansas 71913","championchristiancollege.com","4-year, Private not-for-profit","Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Small","Yes","87","87","18%","24%","Fall 2012","NA","-","492069","04276100"
"Chapman University","One University Dr., Orange, California 92866","https://www.chapman.edu","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","9608","7281","79%","NA","Fall 2012","$41,463","-","111948","00116400"
"Charles R Drew University of Medicine and Science","1731 E 120th St, Los Angeles, California 90059","www.cdrewu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","No","596","169","100%","NA","Fall 2012","$22,613","-","111966","01036500"
"Charter Oak State College","55 Paul Manafort Drive, New Britain, Connecticut 06053","https://www.charteroak.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","1641","1549","NA","NA","Fall 2012","NA","-","128780","03234300"
"Church Divinity School of the Pacific","2451 Ridge Road, Berkeley, California 94709-1211","www.cdsp.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","87","","NA","NA","Fall 2012","NA","-","112127","00116500"
"Claremont Graduate University","150 E Tenth St, Claremont, California 91711-6160","www.cgu.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1882","","NA","NA","Fall 2012","NA","-","112251","00116900"
"Claremont Lincoln University","250 West First Street Suite 330, Claremont, California 91711-4744","https://claremontlincoln.edu","4-year, Private not-for-profit","Master's degree","Suburb: Large","No","116","","NA","NA","Fall 2012","NA","-","488387","04253600"
"Claremont McKenna College","500 E 9th St, Claremont, California 91711-6400","www.cmc.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","1327","1324","93%","NA","Fall 2012","$26,512","-","112260","00117000"
"Claremont School of Theology","1325 N College Ave, Claremont, California 91711-3199","www.cst.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","385","","NA","NA","Fall 2012","NA","-","124283","00128800"
"CollegeAmerica-Colorado Springs","3645 Citadel Drive South, Colorado Springs, Colorado 80909","www.collegeamerica.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","143","143","34%","NA","Fall 2012","$25,355","-","448752","02594302"
"CollegeAmerica-Flagstaff","399 Malpais, Flagstaff, Arizona 86001","www.collegeamerica.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Small","No","62","62","30%","NA","Fall 2012","$26,908","-","103945","03120300"
"CollegeAmerica-Fort Collins","4601 South Mason St, Fort Collins, Colorado 80525","www.collegeamerica.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","113","113","33%","NA","Fall 2012","$24,789","-","448761","02594301"
"CollegeAmerica-Phoenix","9801 N. Metro Parkway East, Phoenix, Arizona 85051","www.collegeamerica.edu","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","488","488","38%","NA","Fall 2012","$24,616","-","474890","03120301"
"Colorado Christian University","8787 West Alameda Avenue, Lakewood, Colorado 80226","WWW.CCU.EDU","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","7625","6677","52%","NA","Fall 2012","$25,031","-","126669","00940100"
"Colorado College","14. E Cache La Poudre St., Colorado Springs, Colorado 80903","www.coloradocollege.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","2144","2114","89%","NA","Fall 2012","$28,390","-","126678","00134700"
"Colorado Mesa University","1100 North Avenue, Grand Junction, Colorado 81501-3122","www.coloradomesa.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","City: Small","Yes","9492","9365","36%","29%","Fall 2012","$14,403","-","127556","00135800"
"Colorado Mountain College","802 Grand Ave., Glenwood Springs, Colorado 81601-0233","coloradomtn.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Remote","Yes","5688","5688","21%","36%","Fall 2012","$5,818","-","126711","00450600"
"Colorado School of Mines","1500 Illinois St, Golden, Colorado 80401","www.mines.edu","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Large","Yes","6325","4952","80%","7%","Fall 2012","$25,767","-","126775","00134800"
